kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa glareola,"Tringa glareola Linnaeus, 1758",35.704449,2.843727,2025-01-24,January,2025
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sylvanus,"Macaca sylvanus (Linnaeus, 1758)",36.568791,4.067567,2025-08-04,August,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia jordanii,Salvia jordanii J.B.Walker,36.353684,6.444625,2025-03-10,March,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",36.772934,3.334984,2025-01-11,January,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",36.324994,4.928728,2025-03-22,March,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",35.305812,-0.093992,2025-06-04,June,2025
Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,Grimmia laevigata,Grimmia laevigata (Brid.) Brid.,36.46972,5.648624,2025-02-15,February,2025
Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax saharicus,"Pelophylax saharicus (Boulenger, 1913)",36.632061,4.542126,2025-07-01,July,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,"Parus major Linnaeus, 1758",35.305812,-0.093992,2025-08-28,August,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,Mesembryanthemum nodiflorum,Mesembryanthemum nodiflorum L.,36.196703,0.353193,2025-07-04,July,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",35.297338,-1.474078,2025-10-03,October,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Roemeria,Roemeria hispida,Roemeria sicula (Guss.),35.28442,-0.803969,2025-03-27,March,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.305812,-0.093992,2025-07-26,July,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium,Xanthium strumarium,Xanthium strumarium L.,35.305812,-0.093992,2025-06-27,June,2025
Animalia,Arthropoda,Insecta,Coleoptera,Glaphyridae,Glaphyrus,Glaphyrus maurus,"Glaphyrus maurus (Linnaeus, 1758)",36.311251,4.488469,2025-05-01,May,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe leucura,"Oenanthe leucura (Gmelin, 1789)",35.194462,3.99606,2025-01-25,January,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",35.305812,-0.093992,2025-06-02,June,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus aeruginosus,"Circus aeruginosus (Linnaeus, 1758)",36.064207,4.624841,2025-05-24,May,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago monspeliaca,Medicago monspeliaca (L.) Trautv.,34.692219,3.133987,2025-06-02,June,2025
Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidae,Armadillo,Armadillo officinalis,"Armadillo officinalis Duméril, 1816",36.874442,4.515556,2025-06-06,June,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida theklae,"Galerida theklae A.E.Brehm, 1857",35.441047,6.446391,2025-06-15,June,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara,Nezara viridula,"Nezara viridula (Linnaeus, 1758)",35.692405,0.479056,2025-07-13,July,2025
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria unipunctata,"Striatella unipunctata (Lyngbye) C.Agardh, 1832",36.949191,7.70671,2025-08-30,August,2025
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium atlanticum,Geranium atlanticum Boiss.,36.693285,4.670908,2025-04-18,April,2025
Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,Apus pallidus,"Apus pallidus (Shelley, 1870)",36.131948,4.67375,2025-08-09,August,2025
Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax saharicus,"Pelophylax saharicus (Boulenger, 1913)",36.60174,4.714077,2025-04-02,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,Trichodes umbellatarum,"Trichodes umbellatarum (Olivier, 1800)",36.738139,8.288764,2025-05-26,May,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Palpita,Palpita vitrealis,"Palpita vitrealis Rossi, 1794",36.875528,4.522319,2025-06-07,June,2025
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,Sherardia arvensis L.,36.449609,5.606916,2025-03-15,March,2025
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",35.2972,-1.471202,2025-09-27,September,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.324994,4.928728,2025-04-29,April,2025
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,Lucilia sericata,"Lucilia sericata (Meigen, 1826)",36.338981,4.466748,2025-05-01,May,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva parviflora,Malva parviflora L.,36.346968,6.759024,2025-04-11,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)",36.790008,2.707945,2025-10-08,October,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,"Streptopelia turtur (Linnaeus, 1758)",35.305812,-0.093992,2025-08-13,August,2025
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Anthaxia,Anthaxia rugicollis,"Anthaxia rugicollis Lucas, 1846",36.282979,4.501518,2025-04-01,April,2025
Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis pes-caprae,Oxalis pes-caprae L.,36.638974,2.767682,2025-03-15,March,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium roseum,Allium roseum L.,36.707833,4.071462,2025-04-15,April,2025
Animalia,Arthropoda,Arachnida,Araneae,Oecobiidae,Uroctea,Uroctea durandi,"Uroctea durandi (Latreille, 1809)",36.463162,4.189779,2025-07-05,July,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Spialia,Spialia ali,Spialia ali,36.630436,4.624458,2025-04-18,April,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.442173,6.758602,2025-02-28,February,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Ferussaciidae,Ferussacia,Ferussacia folliculum,"Ferussacia folliculum (Schröter, 1784)",36.742415,2.972723,2025-01-04,January,2025
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus amygdalus,Prunus amygdalus Batsch,36.310295,4.490756,2025-04-21,April,2025
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes troglodytes,"Troglodytes troglodytes (Linnaeus, 1758)",36.4029,6.6635,2025-03-11,March,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrida,Acrida turrita,"Acrida turrita (Linnaeus, 1758)",36.75251,5.032803,2025-02-09,February,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Androsace,Androsace maxima,Androsace maxima L.,34.663442,-0.229672,2025-03-15,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,Hippodamia variegata,"Hippodamia variegata (Goeze, 1777)",36.17842,4.251087,2025-06-09,June,2025
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Mantis,Mantis religiosa,"Mantis religiosa (Linne, 1758)",36.751422,5.055771,2025-02-12,February,2025
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Trithemis,Trithemis arteriosa,"Trithemis arteriosa (Burmeister, 1839)",22.888971,4.853527,2025-04-10,April,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-08-28,August,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,Hieraaetus pennatus,"Hieraaetus pennatus (Gmelin, 1788)",36.774776,2.96448,2025-08-27,August,2025
Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,Oxalis corniculata L.,36.356739,3.859889,2025-10-20,October,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",35.305812,-0.093992,2025-10-06,October,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria virgata,Linaria virgata (Poir.) Desf.,35.494206,6.011725,2025-05-13,May,2025
Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Entomophthora,Entomophthora muscae,Entomophthora muscae (Cohn) Fresen.,34.896808,-1.353403,2025-06-04,June,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,Euphorbia helioscopia L.,36.202978,6.727074,2025-04-23,April,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Chrysis,Chrysis basalis,"Chrysis basalis Dahlbom, 1854",36.338981,4.466748,2025-04-26,April,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Tropinota,Tropinota squalida,"Tropinota squalida (Scopoli, 1763)",36.56347,4.624872,2025-03-27,March,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,"Delichon urbicum (Linnaeus, 1758)",35.305812,-0.093992,2025-07-25,July,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",35.305812,-0.093992,2025-09-16,September,2025
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,Crocothemis erythraea,"Crocothemis erythraea (Brullé, 1832)",35.297338,-1.474078,2025-10-03,October,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus horridus,Asparagus horridus L.,35.828438,-0.487346,2025-10-05,October,2025
Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,Arca noae,"Arca noae Linnaeus, 1758",36.763919,5.657804,2025-01-02,January,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pugnax,"Calidris pugnax (Linnaeus, 1758)",35.022728,-1.331924,2025-09-24,September,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Sphingonotus,Sphingonotus azurescens,"Sphingonotus azurescens (Rambur, 1838)",36.728653,5.035748,2025-07-25,July,2025
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus canorus,"Cuculus canorus Linnaeus, 1758",36.244556,6.533198,2025-04-30,April,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone coronaria,Anemone coronaria L.,36.570847,6.449166,2025-03-26,March,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",35.769281,-0.49519,2025-02-28,February,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Cochlicella,Cochlicella acuta,"Cochlicella acuta (O.F.Müller, 1774)",36.747219,2.964247,2025-02-27,February,2025
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura stramonium,Datura stramonium L.,36.725716,5.033947,2025-07-08,July,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius,Enterobius vermicularis,"Enterobius vermicularis (Linnaeus, 1758)",36.713747,2.957669,2025-08-29,August,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lampides,Lampides boeticus,"Lampides boeticus (Linnaeus, 1767)",36.17842,4.251087,2025-06-09,June,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sulla,Sulla coronaria,Sulla coronaria (L.) B.H.Choi & H.Ohashi,35.814234,7.438355,2025-04-26,April,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,"Delichon urbicum (Linnaeus, 1758)",36.129249,5.077551,2025-05-25,May,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,"Tachybaptus ruficollis (Pallas, 1764)",36.765332,3.339634,2025-10-04,October,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leuzea,Leuzea conifera,Rhaponticum coniferum (L.) Greuter,36.334699,4.450617,2025-07-11,July,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,Trichodes umbellatarum,"Trichodes umbellatarum (Olivier, 1800)",36.28275,4.499213,2025-04-18,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,Cairina moschata,Cairina moschata var. domestica,34.409995,4.273539,2025-06-01,June,2025
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",36.131948,4.67375,2025-08-09,August,2025
Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Iduna,Iduna opaca,"Iduna opaca (Cabanis, 1850)",35.305812,-0.093992,2025-06-12,June,2025
Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius senator,"Lanius senator Linnaeus, 1758",35.305812,-0.093992,2025-07-12,July,2025
Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,Erodium moschatum,Erodium moschatum (L.) L'Hér.,36.718043,3.661256,2025-03-16,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,"Vespa orientalis Linnaeus, 1761",36.741822,5.045189,2025-08-28,August,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus barbaricus,"Camponotus barbaricus xanthomelas Emery, 1905",36.728331,5.034639,2025-09-02,September,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,Aiolopus strepens,"Aiolopus strepens (Latreille, 1804)",36.748333,2.974027,2025-09-16,September,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca,"Anas crecca Linnaeus, 1758",36.131948,4.67375,2025-01-21,January,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,Glebionis coronaria (L.) Tzvelev,36.519633,6.368708,2025-04-18,April,2025
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Foeniculum,Foeniculum vulgare,Foeniculum vulgare Mill.,35.268991,-0.793824,2025-03-17,March,2025
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,Coracias garrulus,"Coracias garrulus Linnaeus, 1758",36.129249,5.077551,2025-06-03,June,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,Arenaria aggregata,Arenaria aggregata subsp. mauritanica (Batt.) Maire,34.519432,2.963933,2025-06-04,June,2025
Animalia,Mollusca,Bivalvia,Arcida,Glycymerididae,Glycymeris,Glycymeris nummaria,"Glycymeris nummaria (Linnaeus, 1758)",36.633008,5.620401,2025-01-02,January,2025
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lomelosia,Lomelosia stellata,Lomelosia stellata (L.) Raf.,35.14115,-1.726274,2025-05-30,May,2025
Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Lepidochitona,Lepidochitona caprearum,"Lepidochitona caprearum (Scacchi, 1836)",35.797121,-0.157988,2025-01-20,January,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus numidicus,Thymus numidicus Poir.,36.619491,4.632574,2025-06-23,June,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,"Cornu aspersum (O.F.Müller, 1774)",36.743171,2.970848,2025-01-24,January,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,Hyacinthoides aristidis,Hyacinthoides aristidis (Coss.) Rothm.,36.725726,4.490837,2025-02-14,February,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,Ichthyaetus melanocephalus,"Ichthyaetus melanocephalus (Temminck, 1820)",35.922214,0.054683,2025-01-04,January,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari comosum,Muscari comosum (L.) Mill.,34.662036,-0.264064,2025-04-03,April,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",36.324994,4.928728,2025-04-10,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",35.305812,-0.093992,2025-06-02,June,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum australe,Hypericum australe Ten.,36.401035,5.715328,2025-03-15,March,2025
Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,Anax ephippiger,"Anax ephippiger (Burmeister, 1839)",36.492771,6.11362,2025-03-11,March,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",36.768228,3.33747,2025-01-31,January,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Cedrus,Cedrus atlantica,Cedrus atlantica (Endl.) Manetti ex Carriere,36.510009,5.490686,2025-04-04,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe moesta,"Oenanthe moesta (Lichtenstein, 1823)",34.670396,3.250376,2025-01-24,January,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",36.258732,6.682338,2025-02-10,February,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva sylvestris,Malva sylvestris L.,36.574057,4.355574,2025-05-16,May,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,"Accipiter nisus (Linnaeus, 1758)",36.720786,2.997824,2025-10-03,October,2025
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,Punica granatum,Punica granatum L.,36.956758,6.831953,2025-07-16,July,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,"Streptopelia decaocto (Frivaldszky, 1838)",36.755469,2.910309,2025-07-17,July,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",35.305812,-0.093992,2025-09-27,September,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus unicolor,"Sturnus unicolor Temminck, 1820",36.296563,6.488507,2025-03-28,March,2025
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Adonis,Adonis annua,Adonis annua L.,35.867622,0.764381,2025-03-21,March,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus unicolor,"Sturnus unicolor Temminck, 1820",35.798151,7.391483,2025-02-22,February,2025
Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Herpestes ichneumon,"Herpestes ichneumon (Linnaeus, 1758)",35.288851,-1.459321,2025-10-03,October,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Ricinus communis L.,36.771322,3.326853,2025-01-11,January,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,"Erithacus rubecula (Linnaeus, 1758)",36.725185,2.991856,2025-09-17,September,2025
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus,"Pycnonotus barbatus (Desfontaines, 1789)",35.305812,-0.093992,2025-09-21,September,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus mollis,Acanthus mollis subsp. platyphyllus Murb.,36.529288,6.291068,2025-02-09,February,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Gallinago gallinago,"Gallinago gallinago (Linnaeus, 1758)",36.770046,3.336186,2025-03-11,March,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco naumanni,"Falco naumanni J.G.Fleischer, 1818",36.269165,4.846564,2025-02-28,February,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia segetalis,Euphorbia segetalis L.,36.4675,3.971471,2025-08-23,August,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,Muscari comosum,Muscari comosum (L.) Mill.,35.276064,-0.795665,2025-03-27,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",36.200968,6.683693,2025-02-10,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,"Columba livia J.F.Gmelin, 1789",36.748608,2.970605,2025-07-08,July,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,"Tringa nebularia (Gunnerus, 1767)",35.305812,-0.093992,2025-08-29,August,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya ferina,"Aythya ferina (Linnaeus, 1758)",36.613766,2.783362,2025-10-08,October,2025
Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,Dryobates minor,"Dryobates minor ledouci (Malherbe, 1855)",36.545108,5.754896,2025-02-11,February,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris minuta,"Calidris minuta (Leisler, 1812)",36.131948,4.67375,2025-08-09,August,2025
Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops apiaster,"Merops apiaster Linnaeus, 1758",35.305812,-0.093992,2025-08-15,August,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,Eremophila bilopha,"Eremophila bilopha (Temminck, 1823)",34.670396,3.250376,2025-01-25,January,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa nebularia,"Tringa nebularia (Gunnerus, 1767)",35.305812,-0.093992,2025-08-29,August,2025
Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax pyrrhocorax,"Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",36.565825,4.191872,2025-04-13,April,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,"Tachybaptus ruficollis (Pallas, 1764)",36.748188,2.968905,2025-06-30,June,2025
Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus scirpaceus,"Acrocephalus scirpaceus (Hermann, 1804)",36.613869,2.781593,2025-02-07,February,2025
